1,1,1,1,2,1.7838
1,1,1,2,1,1.6786
1,1,1,3,2,1.0647
1,1,1,4,1,0.59588
1,1,2,1,1,0.93607
1,1,2,2,1,1.4584
1,1,3,1,2,1.0142
1,1,3,2,1,0.46507
1,1,3,3,1,NaN
1,1,4,1,1,0.67461
1,1,5,1,1,0.43741
1,1,6,1,2,0.99124
1,1,6,2,1,1.0723
1,1,6,3,2,1.1248
1,1,7,1,1,0.81768
1,1,7,2,2,0.93423
1,1,8,1,2,0.52533
1,1,8,2,2,0.48407
1,1,8,3,2,NaN
1,1,9,1,1,1.0962
1,1,9,2,1,0.50139
1,1,10,1,1,0.80178
1,1,10,2,1,0.6756
1,1,11,1,1,0.7039
1,1,11,2,2,0.56653
1,1,11,3,2,0.89958
1,1,11,4,1,1.3681
1,1,11,5,2,1.5004
1,1,11,6,1,1.9845
1,1,11,7,2,1.8188
1,1,11,8,1,NaN
1,1,12,1,2,0.50938
1,1,13,1,1,0.42267
1,1,13,2,2,0.43186
1,1,13,3,1,0.56763
1,1,13,4,2,0.86222
1,1,13,5,1,1.2612
1,1,13,6,1,1.2922
1,2,1,1,1,0.57101
1,2,1,2,1,0.36916
1,2,2,1,1,0.49177
1,2,2,2,2,0.48892
1,2,2,3,1,0.47743
1,2,2,4,2,0.81701
1,2,2,5,1,1.6818
1,2,3,1,1,0.63935
1,2,3,2,1,0.8266
1,2,4,1,1,0.53452
1,2,4,2,1,0.66987
1,2,4,3,1,0.73291
1,2,4,4,2,0.40957
1,2,4,5,2,0.44263
1,2,5,1,2,0.52563
1,2,5,2,1,0.45873
1,2,5,3,1,0.47222
1,2,5,4,1,1.147
1,2,6,1,1,0.64723
1,2,6,2,1,0.4839
1,2,6,3,2,0.52715
1,2,6,4,2,0.51298
1,2,6,5,2,0.47994
1,2,6,6,1,0.75566
1,2,6,7,1,1.1169
1,2,6,8,2,0.75681
1,2,7,1,2,0.44334
1,2,7,2,1,0.33033
1,2,7,3,1,0.32268
1,2,7,4,1,0.61003
1,2,8,1,2,0.69591
1,2,8,2,1,0.64449
1,2,8,3,1,0.64376
1,2,9,1,1,0.43671
1,2,9,2,1,0.85996
1,2,10,1,1,0.82273
1,2,10,2,1,0.3917
1,2,11,1,1,0.53844
1,2,11,2,1,0.41365
1,2,11,3,2,0.5318
1,2,11,4,2,0.33059
1,2,11,5,1,0.30375
1,2,12,1,1,0.95841
1,2,12,2,1,0.46582
1,2,13,1,1,0.50447
1,2,13,2,1,1.4522
1,2,13,3,2,0.75695
1,3,1,1,1,0.8249
1,3,1,2,2,0.38914
1,3,1,3,2,0.59284
1,3,1,4,1,0.3954
1,3,1,5,1,1.0252
1,3,2,1,2,0.49654
1,3,2,2,1,0.57196
1,3,2,3,1,0.5215
1,3,2,4,2,0.4306
1,3,2,5,1,0.42487
1,3,2,6,2,0.42948
1,3,2,7,2,0.4448
1,3,2,8,1,1.3319
1,3,2,9,1,NaN
1,3,3,1,2,0.33776
1,3,3,2,2,0.57297
1,3,3,3,1,0.39356
1,3,3,4,2,0.41266
1,3,4,1,1,0.51782
1,3,4,2,2,0.47521
1,3,4,3,1,0.43753
1,3,4,4,1,0.52984
1,3,5,1,2,0.4184
1,3,5,2,1,0.48826
1,3,5,3,1,0.47197
1,3,6,1,1,0.44472
1,3,6,2,1,0.5623
1,3,6,3,1,0.3377
1,3,6,4,2,2.4111
1,3,6,5,2,0.38723
1,3,6,6,2,0.40943
1,3,6,7,1,0.36108
1,3,7,1,1,0.41482
1,3,7,2,2,0.33614
1,3,7,3,1,0.4126
1,3,7,4,1,0.87124
1,3,8,1,1,0.39968
1,3,8,2,1,0.45453
1,3,8,3,2,0.45111
1,3,8,4,2,0.61985
1,3,8,5,1,0.48521
1,3,8,6,2,0.32303
1,3,8,7,1,0.67832
1,3,8,8,1,0.6847
1,3,9,1,1,0.42181
1,3,9,2,1,0.48489
1,3,10,1,2,0.70892
1,3,10,2,1,0.624
1,3,10,3,2,0.66729
1,3,10,4,1,0.42379
1,3,10,5,1,0.49145
1,3,10,6,2,0.51532
1,3,10,7,1,1.5408
1,3,10,8,2,0.64771
1,3,10,9,1,2.3315
1,3,11,1,2,0.5282
1,3,11,2,2,0.38759
1,3,11,3,1,0.5791
1,3,11,4,1,0.44724
1,3,11,5,1,0.51481
1,3,11,6,1,0.95675
1,3,11,7,2,0.57795
1,3,12,1,1,0.60738
1,3,12,2,1,0.4479
1,3,12,3,2,0.55168
1,3,12,4,2,0.42865
1,3,12,5,1,0.46826
1,3,12,6,2,0.65678
1,3,12,7,1,0.69846
1,3,13,1,1,0.28987
1,3,13,2,2,0.22364
1,3,13,3,1,0.47536
1,3,13,4,1,0.3431
1,4,1,1,1,0.39604
1,4,1,2,2,0.47364
1,4,1,3,2,0.38587
1,4,1,4,2,0.37891
1,4,1,5,1,0.31182
1,4,1,6,1,0.35744
1,4,1,7,2,0.32946
1,4,1,8,1,0.42095
1,4,2,1,1,0.46132
1,4,2,2,1,0.35515
1,4,2,3,1,1.9899
1,4,3,1,1,0.51509
1,4,3,2,1,0.3247
1,4,3,3,2,0.43893
1,4,4,1,1,0.44716
1,4,4,2,1,0.35282
1,4,4,3,2,0.45097
1,4,4,4,1,0.36472
1,4,5,1,1,0.57163
1,4,5,2,1,0.41002
1,4,5,3,1,0.54929
1,4,6,1,1,0.3937
1,4,6,2,1,0.47852
1,4,6,3,2,0.41177
1,4,7,1,1,0.44439
1,4,7,2,2,0.47193
1,4,7,3,2,0.3364
1,4,7,4,1,0.45763
1,4,7,5,1,0.39688
1,4,8,1,1,0.44237
1,4,8,2,1,0.69876
1,4,8,3,1,0.47895
1,4,9,1,2,0.60872
1,4,9,2,2,0.52872
1,4,9,3,2,0.53692
1,4,9,4,1,0.42005
1,4,9,5,1,0.42482
1,4,9,6,1,0.49906
1,4,9,7,1,0.37217
1,4,10,1,2,0.53378
1,4,10,2,1,0.9845
1,4,10,3,1,0.67862
1,4,11,1,1,0.47564
1,4,11,2,1,0.37241
1,4,11,3,1,0.36167
1,4,12,1,1,0.40673
1,4,12,2,1,0.56035
1,4,13,1,1,0.43096
1,4,13,2,2,0.52262
1,4,13,3,1,0.39762
1,4,13,4,1,0.40276
1,4,13,5,1,0.52216
